is_product_purchased,id,location_id,income_id,housing_id
Y,1034,4,1034,1034
N,1035,2,1035,1035
N,1036,1,1036,1036
N,1037,3,1037,1037
N,1038,4,1038,1038
N,1039,1,1039,1039
Y,1040,3,1040,1040
Y,1041,1,1041,1041
N,1042,1,1042,1042
N,1043,1,1043,1043
Y,1044,3,1044,1044
N,1045,3,1045,1045
Y,1046,3,1046,1046
Y,1047,3,1047,1047
Y,1048,4,1048,1048
N,1049,1,1049,1049
N,1050,4,1050,1050
Y,1051,4,1051,1051
N,1052,1,1052,1052
N,1053,4,1053,1053
Y,1054,3,1054,1054
Y,1055,3,1055,1055
N,1056,4,1056,1056
N,1057,1,1057,1057
N,1058,3,1058,1058
Y,1059,1,1059,1059
Y,1060,4,1060,1060
N,1061,3,1061,1061
N,1062,3,1062,1062
N,1063,3,1063,1063
Y,1064,1,1064,1064
N,1065,3,1065,1065
Y,1066,3,1066,1066
Y,1067,3,1067,1067
Y,1068,4,1068,1068
Y,1069,3,1069,1069
N,1070,3,1070,1070
Y,1071,1,1071,1071
N,1072,3,1072,1072
Y,1073,2,1073,1073
Y,1074,2,1074,1074
N,1075,4,1075,1075
N,1076,2,1076,1076
Y,1077,2,1077,1077
Y,1078,4,1078,1078
Y,1079,4,1079,1079
Y,1080,3,1080,1080
N,1081,3,1081,1081
Y,1082,2,1082,1082
N,1083,3,1083,1083
Y,1084,4,1084,1084
N,1085,2,1085,1085
Y,1086,3,1086,1086
Y,1087,1,1087,1087
Y,1088,4,1088,1088
Y,1089,4,1089,1089
N,1090,3,1090,1090
N,1091,4,1091,1091
N,1092,3,1092,1092
N,1093,4,1093,1093
Y,1094,3,1094,1094
Y,1095,4,1095,1095
Y,1096,3,1096,1096
Y,1097,3,1097,1097
Y,1098,2,1098,1098
Y,1099,1,1099,1099
N,1100,2,1100,1100
N,1101,4,1101,1101
Y,1102,1,1102,1102
N,1103,3,1103,1103
Y,1104,4,1104,1104
Y,1105,2,1105,1105
N,1106,3,1106,1106
Y,1107,4,1107,1107
N,1108,4,1108,1108
Y,1109,3,1109,1109
N,1110,4,1110,1110
N,1111,2,1111,1111
N,1112,1,1112,1112
Y,1113,3,1113,1113
Y,1114,2,1114,1114
N,1115,3,1115,1115
Y,1116,1,1116,1116
N,1117,2,1117,1117
N,1118,3,1118,1118
Y,1119,3,1119,1119
Y,1120,3,1120,1120
N,1121,4,1121,1121
N,1122,3,1122,1122
N,1123,5,1123,1123
N,1124,1,1124,1124
N,1125,2,1125,1125
N,1126,3,1126,1126
Y,1127,4,1127,1127
N,1128,2,1128,1128
Y,1129,2,1129,1129
N,1130,3,1130,1130
N,1131,2,1131,1131
Y,1132,4,1132,1132
N,1133,4,1133,1133
N,1134,3,1134,1134
N,1135,1,1135,1135
Y,1136,1,1136,1136
Y,1137,3,1137,1137
N,1138,4,1138,1138
Y,1139,2,1139,1139
Y,1140,1,1140,1140
N,1141,3,1141,1141
Y,1142,3,1142,1142
N,1143,4,1143,1143
N,1144,2,1144,1144
Y,1145,3,1145,1145
Y,1146,2,1146,1146
N,1147,2,1147,1147
Y,1148,3,1148,1148
Y,1149,3,1149,1149
N,1150,1,1150,1150
Y,1151,3,1151,1151
Y,1152,4,1152,1152
Y,1153,3,1153,1153
Y,1154,3,1154,1154
Y,1155,3,1155,1155
N,1156,3,1156,1156
N,1157,3,1157,1157
N,1158,3,1158,1158
Y,1159,4,1159,1159
Y,1160,3,1160,1160
N,1161,3,1161,1161
Y,1162,4,1162,1162
N,1163,3,1163,1163
N,1164,1,1164,1164
N,1165,3,1165,1165
N,1166,4,1166,1166
Y,1167,2,1167,1167
Y,1168,4,1168,1168
Y,1169,4,1169,1169
Y,1170,1,1170,1170
N,1171,4,1171,1171
Y,1172,2,1172,1172
N,1173,2,1173,1173
Y,1174,1,1174,1174
N,1175,1,1175,1175
N,1176,2,1176,1176
Y,1177,1,1177,1177
N,1178,1,1178,1178
Y,1179,3,1179,1179
Y,1180,3,1180,1180
N,1181,2,1181,1181
N,1182,3,1182,1182
Y,1183,2,1183,1183
N,1184,3,1184,1184
Y,1185,4,1185,1185
N,1186,1,1186,1186
Y,1187,2,1187,1187
N,1188,3,1188,1188
N,1189,3,1189,1189
Y,1190,1,1190,1190
Y,1191,3,1191,1191
Y,1192,3,1192,1192
Y,1193,3,1193,1193
N,1194,3,1194,1194
Y,1195,1,1195,1195
Y,1196,3,1196,1196
N,1197,3,1197,1197
Y,1198,1,1198,1198
Y,1199,1,1199,1199
N,1200,3,1200,1200
Y,1201,1,1201,1201
N,1202,4,1202,1202
N,1203,2,1203,1203
Y,1204,3,1204,1204
N,1205,3,1205,1205
Y,1206,3,1206,1206
Y,1207,4,1207,1207
Y,1208,4,1208,1208
Y,1209,4,1209,1209
N,1210,4,1210,1210
Y,1211,4,1211,1211
Y,1212,3,1212,1212
N,1213,2,1213,1213
Y,1214,3,1214,1214
N,1215,3,1215,1215
Y,1216,2,1216,1216
Y,1217,3,1217,1217
N,1218,4,1218,1218
N,1219,4,1219,1219
N,1220,1,1220,1220
Y,1221,2,1221,1221
N,1222,3,1222,1222
N,1223,2,1223,1223
Y,1224,4,1224,1224
Y,1225,2,1225,1225
N,1226,3,1226,1226
Y,1227,4,1227,1227
Y,1228,3,1228,1228
Y,1229,4,1229,1229
N,1230,3,1230,1230
N,1231,2,1231,1231
Y,1232,1,1232,1232
N,1233,3,1233,1233
Y,1234,1,1234,1234
Y,1235,3,1235,1235
N,1236,3,1236,1236
Y,1237,3,1237,1237
Y,1238,3,1238,1238
Y,1239,4,1239,1239
N,1240,3,1240,1240
Y,1241,3,1241,1241
N,1242,4,1242,1242
Y,1243,3,1243,1243
Y,1244,4,1244,1244
N,1245,3,1245,1245
N,1246,3,1246,1246
Y,1247,3,1247,1247
Y,1248,1,1248,1248
N,1249,1,1249,1249
N,1250,3,1250,1250
Y,1251,4,1251,1251
Y,1252,3,1252,1252
Y,1253,3,1253,1253
